name_contains_bot,screen_name_contains_bot,name_screen_levenshtein,followers_count,following_count,favorites_count,tweets_count,verified,location,description_contains_link,description_contains_bot,tweets_contains_link_count,tweets_contains_bot_count,retweet_count,tweet_levenstein1,tweet_levenstein2,tweet_levenstein3,tweet_levenstein4,is_bot
False,False,6,1228,893,42612,28074,False,VA,False,False,0,0,2,120,114,123,127,False
False,False,12,293,379,2110,7179,False,"Los Angeles, California",False,False,5,0,0,25,102,112,96,True
False,False,13,1,0,42,365,False,,False,False,1,0,5,121,121,123,121,True
False,False,8,120003,191,7807,23010,False,Faisalabad,True,False,2,0,2,113,122,113,125,False
False,False,14,479690,2195,2,28479,False,Caracas,False,False,2,0,3,121,90,113,119,False
False,False,8,151365,1696,30739,29688,True,"England, United Kingdom",True,False,4,0,3,90,111,103,106,False
False,False,4,2186,1414,5822,21416,False,"Chicago, IL",False,False,5,0,0,119,103,101,101,False
False,False,3,1400,1913,6105,5412,False,"Edina, MN",False,False,3,0,1,131,111,120,110,False
False,False,17,14,1,0,30847,False,Servers 2538-5492,False,False,0,0,0,77,82,63,74,True
False,False,9,881954,2346,43934,14220,True,HOME ,True,False,4,0,0,107,101,61,56,False
False,False,5,9148312,410,162,7835,True,Mundo,True,False,5,0,4,37,89,58,110,False
False,False,3,0,0,160,302,False,,False,False,4,0,5,113,79,94,93,False
False,False,3,58829,756,755,106737,False,"Lampung, Indonesia",False,False,0,0,3,105,114,127,125,True
False,False,0.0,93397,286,18924,110450,True,London,False,False,3,1,0,107,129,112,126,False
False,False,6,483,472,14837,21965,False,$$$,False,False,5,0,5,24,121,48,32,False
False,False,4,1365,930,15920,7088,False,"Ann Arbor, MI",False,False,3,0,3,107,113,110,122,False
False,False,10,341574,1399,20,350,False,PARIS,True,False,4,0,2,124,124,124,116,False
False,False,8,29713,32668,47657,88497,False,"Philadelphia, PA",False,False,1,0,1,107,110,126,113,False
False,False,4,428,349,31317,46530,False,"Paris, France",False,False,5,0,5,54,41,99,10,False
False,False,1,5520,1355,5114,9209,True,"Philadelphia, PA",False,False,2,0,3,111,109,122,123,False
False,False,14,2957308,43,0,31707,True,,False,False,5,0,0,101,100,104,100,True
False,False,3,29816,23092,2,60418,False,Donde me salga del..,False,False,5,0,0,56,63,53,54,True
False,False,6,434,394,3848,2136,False,United States,False,False,3,0,3,73,49,71,52,False
False,False,8,149474,322,1814,14944,True,"Cambridge, MA",False,False,5,0,0,108,104,108,107,False
False,False,22,499,13,29,2194,False,Philippines,False,False,5,0,0,115,112,113,110,True
False,False,8,88807,68236,527,1221,False,,False,False,4,0,3,112,111,46,113,True
False,False,7,126,841,2589,1575,False,,False,False,5,0,0,106,95,101,123,False
False,False,3,1076559,593,4,2113,True,,False,False,5,0,0,106,101,102,101,False
False,False,3,337,686,68521,40917,False,Baltimore,False,False,1,0,0,21,26,81,20,False
False,False,13,29,44,540,810,False,Kent UK,False,False,4,0,0,127,127,127,80,True
False,False,12,7,0,222,47,False,,True,False,2,0,5,113,123,113,115,True
False,False,15,284,1643,2899,4561,False,"ÜT: 40.682164,-73.976165",False,False,2,0,0,85,115,75,111,False
False,False,3,356,478,5647,777,False,"Seattle, WA",False,False,0,0,3,32,66,121,45,False
False,False,1,1761594,659,29850,28111,True,,False,False,1,0,1,21,127,105,16,False
False,False,10,31186,841,94263,12723,True,"Duluth, MN",False,False,3,0,5,122,117,107,110,False
False,False,4,9,54,266,373,False,"Layton, Utah",False,False,0,0,0,100,61,85,58,True
False,False,12,700,2602,4913,21631,False,UK & Spain,False,False,4,0,0,98,100,111,101,False
False,False,3,78,280,3480,1642,False,,False,False,4,0,0,117,103,105,103,False
False,False,1,1578079,260,5,3806,True,"Dallas, TX",False,False,5,0,0,99,111,103,100,False
False,False,14,350417,200,41861,85637,True,,True,False,3,0,2,46,125,23,126,False
False,False,12,88659,16549,29,66622,False,الأهلي & برشلونة,False,False,2,0,5,117,105,109,61,True
False,False,8,7351,4648,2739,18349,True,"Jacksonville, FL",False,False,4,0,0,108,105,120,108,False
False,False,14,49576,86754,1150,8222,False,London,False,False,5,0,0,10,10,10,10,False
False,False,2,2343,3307,4654,1747,False,"Chicago, IL",False,False,2,0,2,110,119,113,117,False
False,False,3,1151,4482,7103,11479,False,CT-NYC,False,False,0,0,2,117,113,116,109,False
False,False,9,0,19,342,341,False,,False,False,4,0,5,120,122,123,114,True
False,False,11,249,458,8913,2945,False,"Saint Clair Shores, MI",False,False,1,0,3,119,115,117,108,False
False,False,1,18941322,1,8,4658,True,Los Angeles,False,False,5,0,0,31,33,114,33,False
False,False,3,852,1464,593,9822,False,"34.154541, -118.363724",True,False,4,0,0,104,103,110,115,False
False,False,12,126014,58765,22,882654,True,https://bit.ly/2U2HFX9,False,False,5,0,0,103,96,102,99,True
False,False,7,630,661,79470,23831,False,vegas,False,False,2,0,4,50,114,64,54,False
False,False,6,21961,10445,60549,69125,False,"Minneapolis, MN",True,False,2,0,1,86,32,43,101,False
False,False,8,15,0,3,675,False,"Houston, Texas",False,False,1,0,3,109,114,111,112,False
False,False,1,89573,1,48,62012,True,,False,False,5,0,0,36,79,39,83,True
False,False,3,4131,1390,2997,6764,True,Toronto,False,False,3,0,5,103,109,81,105,False
False,False,5,72,117,644,1344,False,Sunderland,False,False,1,0,1,45,58,27,70,False
False,False,13,0,0,179,28,False,,True,False,3,0,5,104,84,83,86,True
False,False,1,89653,325,5074,15383,True,North America,False,False,5,1,1,108,97,96,96,False
False,False,1,2470054,677,4130,51896,True,Contact: business@apexamis.com,True,False,0,0,1,84,99,22,137,False
False,False,7,897,1059,38028,12429,False,"New Haven, CT",False,False,3,0,1,37,44,37,119,False
False,False,3,303,579,15996,4659,False,,True,False,4,0,3,101,107,102,116,False
False,False,13,59,121,17736,85659,False,United States,False,False,1,0,5,108,111,109,111,True
False,False,4,1294715,268,669,12776,True,Instagram: Mandirabedi,False,False,3,0,1,119,114,116,121,False
False,False,8,5864,617,9872,9529,False,,False,False,3,0,4,74,118,37,116,False
False,False,2,281147,580,6567,656,True,Koreatown,False,False,2,0,1,30,43,81,59,False
False,False,6,14177445,861,31302,14199,True,Scotland,False,False,5,0,0,111,127,104,102,False
False,False,13,51112,10626,251,22861,False,المملكة العربية السعودية,False,False,2,0,3,113,117,103,118,False
False,False,12,429196,1223,4898,55911,True,instagram.com/edoilustrado/,False,False,5,0,1,112,111,111,113,False
False,False,4,512363,1444,28835,6338,True,UK,False,False,0,0,0,19,79,20,20,False
False,False,11,119,1745,50721,5369,False,"☃️ Massachusetts, USA",False,False,2,0,5,105,118,111,119,False
False,False,8,357973,238,2015,386875,True,Paraguay,False,False,4,0,1,72,101,110,117,True
False,False,1,40,62,335,122,False,"New York, USA",False,False,4,0,0,126,105,109,110,False
False,False,7,873,280,4801,1435,False,,False,False,3,0,4,40,40,117,86,False
False,False,14,268,242,2276,4518,False,The World,False,False,5,0,0,89,99,113,86,True
False,False,9,7235,4996,24696,8890,False,Los Angeles,False,False,2,1,3,123,114,114,119,False
False,False,6,0,20,342,342,False,St Louis,False,False,4,0,5,120,122,123,114,True
False,False,9,4,66,1948,2455,False,"Arlington, TX",False,False,4,0,2,84,119,104,103,True
False,False,1,147201,634,4619,8621,True,London town,False,False,1,1,4,108,118,107,115,False
False,False,1,1199040,555,227,4624,True,,False,False,3,0,2,100,108,108,94,False
False,False,2,29,98,92,40,False,"Martin, TN",False,False,4,0,0,117,103,105,100,False
False,False,13,297,1730,68089,6719,False,Antihistamine,False,False,4,0,1,53,57,65,83,False
False,False,13,218901,200,149,24096,False,Brasília,False,False,5,0,0,92,105,100,103,False
False,True,10,15,0,0,2600,False,,True,False,5,0,0,15,15,15,14,True
False,False,11,3645,1986,46007,15855,True,,True,False,5,0,3,32,37,33,36,False
False,False,14,67,118,1207,2979,False,Hyderabad,False,False,4,0,0,116,127,127,99,False
False,False,13,477869,824,36,79618,True,"Los Angeles, CA",False,False,5,0,0,117,104,104,102,False
False,False,7,721,276,30667,16475,False,,False,False,4,1,0,99,104,119,111,False
False,False,10,47,0,168,780,False,columbus ohio,False,False,3,0,3,106,106,116,107,False
False,False,10,1275109,471,545,11657,True,彩奈の奈は林檎という意味があるよ🍎,True,False,3,0,0,68,95,81,67,False
False,False,8,1896,685,5472,8518,False,"London, England",False,False,4,0,2,113,106,100,110,False
False,False,13,97,0,29,118,False,,True,False,3,0,5,116,70,117,51,False
False,False,5,2785,4045,274150,133539,False,In transit.,False,False,0,0,5,106,110,111,106,False
False,False,6,20,217,26,78,False,,False,False,0,0,0,105,90,68,78,True
False,False,1,585644,204,1159,3614,True,"Portland, OR",False,False,5,0,1,103,105,108,117,False
False,False,8,173,365,2632,2527,False,,False,False,2,0,0,63,79,64,81,True
False,False,12,886,916,17387,1338,False,"Haverhill, MA",False,False,2,0,1,41,37,104,44,False
False,False,10,54948,2683,30812,33219,True,"Charlotte, NC",False,True,2,0,0,29,81,119,119,False
False,False,2,417,0,0,3828,False,,False,True,5,0,0,52,106,50,87,True
False,False,6,328,2199,0,33,False,"California, USA",False,False,5,0,0,99,104,108,101,True
False,False,13,1634,11,272,667,False,Looking for a new home,False,True,4,1,5,13,102,17,19,True
False,False,20,3938,113,43564,47371,False,USA,False,False,2,0,0,60,88,91,60,False
False,False,3,17,0,57,86,False,,False,False,1,0,5,109,104,112,109,True
False,False,1,233,141,4908,6730,False,vicenza,False,False,5,0,0,96,76,46,57,True
False,False,12,82,1,0,12065,False,,False,False,5,0,0,10,10,10,10,True
False,False,14,90,337,3830,1120,False,,False,False,4,0,3,40,102,52,65,False
False,False,1,3153,1727,1647,4805,True,NYC,False,False,3,0,2,114,111,112,112,False
False,False,18,5195,237,1522,6907,False,"Edmond, OK",False,False,5,0,0,89,107,109,94,False
False,False,4,167561,14,1457,16477,False,"England, United Kingdom",False,False,5,0,0,97,103,77,98,False
False,False,12,52,224,76763,6454,False,Northern California,False,False,3,0,1,36,37,45,24,False
False,False,12,4745824,3565,30381,15698,True,Schnitzel Land,False,False,3,0,0,103,105,135,105,False
False,False,8,31220,51,1817,1066,True,"Los Angeles, CA",False,False,2,0,3,124,31,54,64,False
False,False,12,145787,138074,60381,57453,False,United States,False,False,5,0,0,106,104,109,108,False
False,False,5,9174584,3511,20053,18169,True,,True,False,2,0,0,107,107,75,74,False
False,False,13,228,517,2871,2566,False,"Brooklyn, USA",False,False,1,0,3,111,105,112,106,False
False,False,6,51,937,4068,614,False,London ,False,False,4,0,2,96,96,94,103,False
False,False,7,2640,38,197,5419,False,"İstanbul, Türkiye",True,False,2,0,0,40,74,67,78,False
False,False,20,1721373,256,294,6451,True,,False,False,0,0,0,20,22,18,19,False
False,False,3,316818,708,1694,10959,False,Indonesia untuk Indonesia,False,False,5,0,0,115,114,115,114,False
False,False,9,480672,420,247,8987,True,,False,False,2,0,0,54,56,39,56,False
False,False,4,1115,4018,38,4458,False,New Zealand,True,False,5,0,0,56,55,59,51,True
False,False,0.0,19366,6242,68627,66423,True,Australia,False,False,2,0,1,34,128,123,95,False
False,False,1,32892,6,268,4886,False,"Phoenix, AZ",False,False,3,0,0,119,108,113,115,False
False,False,9,119,95,1631,11503,False,"tallahassee, fl",False,False,3,0,2,26,46,82,115,False
False,False,15,2057,1213,128714,32270,False,Western Mass,True,False,2,0,1,87,104,81,104,False
False,False,1,41,95,58,115,False,"Athens, GA",False,False,1,0,4,118,108,109,112,False
False,False,7,1896,1221,2236,5349,False,England Uk,True,False,2,0,5,110,111,121,118,True
False,False,9,61932,815,31503,48450,True,"Dallas, TX",False,False,3,0,0,26,98,114,119,False
False,False,10,825,1084,837,4247,False,World,False,False,1,0,1,125,109,115,110,False
False,False,2,72,0,26,247,False,Sydney,False,False,2,0,5,113,95,95,100,False
False,False,7,148365,177,30827,9615,True,in your head,True,False,4,0,0,33,74,38,113,False
False,False,15,31,0,476,180,False,,True,False,3,0,4,85,103,75,94,True
False,False,3,1751581,2570,17803,7220,True,"Tacoma, WA",False,False,3,0,0,47,51,54,109,False
False,False,16,2959,5002,9775,9259,False,USA - Germany Stuttgart,False,False,4,0,0,57,62,103,65,False
False,False,7,412,726,12724,1685,False,,False,False,1,0,4,114,113,113,115,False
False,False,15,1,0,21,160,False,,False,False,1,0,5,114,114,116,111,True
False,False,10,47,392,596,368,False,"Austin, TX",False,True,0,0,3,103,108,117,124,False
False,False,9,13716,1998,42028,38878,True,,False,False,3,0,4,110,123,118,116,False
False,False,14,174,1699,35894,1142,False,,False,False,2,0,0,126,100,95,108,False
False,False,1,1057861,597,55,7097,True,own world ,False,False,5,0,0,84,14,115,109,False
False,False,3,2340220,0,0,2850,True,"New York, NY USA",False,False,5,0,0,106,105,103,105,False
False,False,8,220,233,4433,17768,False,nyc | blm ,False,False,1,0,0,64,63,58,65,False
False,False,7,1010442,26,1,1625,False,"New York, NY",False,False,4,0,1,104,105,120,108,False
False,False,12,98676,75281,21186,12616,False,"Downtown Jacksonville, FL",False,False,4,0,3,110,69,115,54,True
False,False,15,0,0,10,90,False,,False,False,2,0,5,109,71,104,105,True
False,False,2,154671,61,136,19925,False,Guayaquil ,False,False,2,0,1,100,123,130,127,False
False,False,11,275996,238092,118,61832,False,الكويت,False,False,0,0,2,112,125,105,110,False
False,False,19,135,78,661,2106,False,World,False,False,5,0,0,24,66,88,55,False
False,False,16,7319,17,0,51444,False,Everywhere,False,False,5,0,0,92,94,97,91,True
False,False,1,3997208,48,9,157,True,,False,False,5,0,1,95,109,113,105,False
False,False,3,522,1006,507,2104,False,"Northern Virginia, USA",True,False,5,0,0,82,94,108,109,False
False,False,1,23316,72,309,316,False,México,False,False,1,0,5,109,114,100,112,False
False,False,3,52541,13413,25716,97840,True,New York,False,False,2,0,3,107,126,118,109,False
False,False,7,8762,1480,638,1903,True,@the Crossroads of East & West,False,False,4,0,2,116,120,69,70,False
False,False,1,25512,3143,6951,12721,True,Philadelphia,False,False,5,1,0,103,107,112,102,False
False,False,15,1,0,17,156,False,Raleigh,False,False,5,0,5,115,107,112,110,True
False,False,1,26,77,2737,4003,False,"Florida, USA",True,False,1,0,0,52,100,83,70,False
False,False,8,928,197,762,1944,True,,False,False,1,0,0,13,76,73,25,False
False,False,12,699,679,1264,20655,False,Cidade da Paranóia.,False,False,2,0,1,62,56,63,56,False
False,False,11,1607,767,12094,10994,False,YT Videos 👉🏾,False,False,1,0,2,107,111,124,114,False
False,False,11,8021,977,10709,51482,False,618,False,False,1,0,3,35,68,119,36,False
False,False,5,135447,777,106847,138521,False,"Belo Horizonte, Minas Gerais",True,False,1,0,2,113,115,116,114,False
False,False,2,37274,16160,12135,31904,False,World Wide Web,False,False,1,0,3,44,57,50,46,False
False,False,12,2876,3652,21860,13519,False,"Overland, MO",False,False,2,0,0,25,24,122,122,False
False,False,8,899,109,29970,39664,False,,False,False,1,0,3,108,108,112,113,False
False,False,11,542,330,30150,15465,False,,False,False,1,0,0,127,129,113,109,False
False,False,12,319,190,1551,1411,False,,False,False,2,0,3,76,83,92,89,False
False,False,12,1098102,314,38005,21171,True,United Arab Emirates,False,False,1,0,1,130,128,128,128,False
False,False,23,17400,44,1286,271283,False,Los Angeles,True,False,5,0,1,113,118,116,118,True
False,False,11,839,1623,18984,129945,False,"Gardner, KS",False,False,2,0,2,96,90,109,100,False
False,False,6,634813,329,9967,25430,False,鹿児島出身,False,False,2,0,0,26,72,120,21,False
False,False,11,262,178,34920,12602,False,tx,False,False,1,0,4,122,121,119,41,False
False,False,3,759872,613,1698,5019,True,"ÜT: 35.637429,-80.85745",False,False,2,0,0,66,64,44,77,False
False,False,24,55,777,4931,8184,False,,False,False,2,0,0,95,83,107,76,False
False,False,11,555,677,6075,18741,False,"Boston, MA",False,False,2,0,5,113,110,83,113,False
False,False,15,25087,1087,6439,12587,True,"King County, WA",False,False,4,0,1,103,104,115,103,False
False,False,8,1429,398,20163,15127,False,"Ceann Sibeal, Ireland",False,False,4,0,1,35,39,53,56,False
False,False,0.0,435656,972,4756,17467,True,Global,False,False,3,0,2,118,119,111,120,False
False,False,3,8943,432,16910,6283,False,"Beverly Hills, CA",True,False,0,0,5,96,78,115,104,False
False,False,6,3727,1872,27101,3432,True,,True,False,3,0,2,112,113,111,114,False
False,False,5,261,326,21260,535,False,United States,False,False,2,0,3,116,107,107,116,False
False,False,9,7155,48,1516,17952,False,,False,False,2,0,0,118,118,102,106,False
False,False,10,2778,1408,7737,17691,True,"Baton Rouge, LA",False,False,2,0,1,119,126,114,116,False
False,False,10,169,427,2836,5836,False,Oman,False,False,2,0,0,71,68,73,69,False
False,False,5,81,0,4,334,False,"Odessa, Ukraine",False,False,4,0,5,94,86,108,99,False
False,False,5,275,829,5545,3922,False,"Chicago, IL",False,False,2,0,5,20,107,119,106,False
False,False,11,209,0,2338,3826,False,,False,False,5,0,0,10,101,98,101,False
False,False,1,2177662,2062,26,309041,True,Venezuela,True,False,5,0,0,73,93,75,90,False
False,False,11,2385745,849,4001,74600,True,"Los Angeles, CA",False,False,3,0,0,91,132,12,132,False
False,False,9,75,498,20442,5280,False,"San Francisco, CA",False,False,3,0,0,110,114,108,118,False
False,False,16,39,0,724,125,False,,True,False,0,1,5,128,132,128,131,True
False,False,10,373,979,13823,2368,False,"Denver, CO",False,False,1,0,1,65,72,63,68,False
False,False,6,1660,3082,103875,33705,False,NYC,False,False,1,0,0,72,109,70,66,False
False,False,1,800293,1478,5916,7699,True,New York,False,False,2,0,3,125,111,112,102,False
False,False,1,2352691,429,1672,6550,True,,False,False,3,0,0,105,122,110,111,False
False,False,18,1544,831,37706,97978,False,Where I need to be!!!,False,False,4,1,1,125,63,84,14,False
False,False,5,1557502,293,87,533,True,London,True,False,3,0,2,117,125,118,119,False
False,False,9,3479,901,37616,17499,False,"Iowa, USA",False,False,2,0,0,48,79,72,48,False
False,False,3,534651,999,33017,35708,True,"Oakland, California",False,False,2,0,3,110,120,109,108,False
False,False,13,2676,2946,7296,15301,False,Roma,False,False,0,0,5,112,116,109,110,False
False,False,1,501505,383,267,3841,False,South Africa,False,False,5,0,0,99,102,105,94,False
False,False,11,754,757,68841,39730,False,probably under a bus,False,False,1,0,3,104,109,110,123,False
False,False,9,356,595,9258,15720,False,"California, USA",False,False,2,1,2,106,86,59,108,False
False,False,5,128,245,1075,2105,False,,False,False,2,0,3,117,107,109,116,False
False,False,9,878,573,28851,35014,False,,False,False,2,0,1,44,87,34,28,False
False,False,1,71469,281,620,7256,True,,False,False,5,0,1,109,109,58,91,False
False,False,11,288,998,15208,3817,False,"Bergamo, Lombardia",False,False,1,0,0,104,111,98,95,False
False,False,3,138,219,88,724,False,"Corporate Office: 3949 Pender Dr. Suite 305, Fairfax, VA, 22030",False,False,5,0,0,93,96,92,99,False
False,False,7,552,537,11197,15280,False,,False,False,2,0,3,120,116,129,110,False
False,False,1,1343785,250,44559,21746,False,Middle America,True,False,1,0,0,98,71,46,46,False
False,False,11,1269,548,30396,25373,False,"Westside,NewOrleans",False,False,4,0,1,31,44,107,32,False
False,False,11,124,88,18041,6696,False,"Tennessee, USA",False,False,4,0,2,107,120,101,108,False
False,False,15,4558547,0,17391,20701,False,Viva Artists Agency,False,False,5,0,0,25,120,20,10,False
False,False,9,760,391,78,375364,False,"Dubai, United Arab Emirates",False,False,4,0,2,108,105,127,122,True
False,False,4,332,1616,4491,4022,False,pietate et scientia,False,False,4,0,0,119,97,105,108,False
False,False,8,65728,431,1240,11451,False,"Cramer 3517, Buenos Aires",False,False,5,0,0,49,107,105,108,False
False,False,13,2613,1268,763,104795,False,ATL,False,False,4,0,2,26,61,63,32,False
False,False,0.0,297265,4178,6054,232797,True,"Nashville, TN",False,False,5,0,0,100,99,101,99,False
False,False,5,89353,88474,16171,1928,False,Argentina,False,False,2,0,0,123,33,49,121,False
False,False,8,929,1999,81712,111266,False,New Jersey,False,False,1,0,1,82,109,51,83,False
False,False,2,2196919,248,321,3039,True,"Vancouver, Canada",False,False,5,0,0,103,103,106,99,False
False,False,4,409195,443,0,9967,True,,True,False,3,0,1,122,126,111,126,False
False,False,14,64248,286,6988,4305,False,Germany,True,False,2,0,2,123,125,105,112,False
False,False,2,102538,244,966,39880,False,Brasil,False,False,5,0,0,105,110,97,107,True
False,False,9,5086226,278,479,3047,True,,True,False,5,0,1,58,91,104,62,False
False,False,1,9634,2359,8035,13096,False,"Chicago, IL",False,False,4,0,3,122,118,122,42,False
False,False,5,2,0,182,335,False,,False,False,2,0,4,132,114,114,103,False
False,False,3,1257826,447,1161,5456,True,World ,True,False,4,0,0,127,128,99,130,False
False,False,12,75,150,2375,893,False,,False,False,4,1,0,99,109,104,100,False
False,False,1,814,389,445,714,False,Chicago,False,False,3,0,3,116,112,121,114,False
False,False,15,22704,462,9517,656,True,"Los Angeles, CA",False,False,1,0,1,121,77,73,42,False
False,False,1,6446,365,5297,6071,False,"Los Angeles, CA",False,False,2,0,4,114,109,105,111,False
False,False,3,111333,4926,24551,233695,True,,True,False,5,0,0,92,94,102,100,False
False,False,11,890364,2654,72876,80541,True,nikhil.wagle23@gmail.com,False,False,2,0,2,120,100,119,127,False
False,False,1,37038,6129,5091,1095,True,"New York, New York",False,False,4,0,1,111,98,117,117,False
False,False,4,108703,835,33831,8691,False,,False,False,3,0,3,91,126,126,117,False
False,False,4,229,466,2415,5037,False,,False,False,0,0,5,113,112,116,112,True
False,False,6,1636687,241,5969,15195,True,,False,False,2,0,0,106,79,99,82,False
False,False,3,964,1472,76335,92386,False,Northern Virginia,True,False,2,0,3,59,108,81,53,False
False,False,1,56100,450,8,13925,True,Nashville,False,False,1,0,1,80,88,92,111,False
False,False,0.0,37490,1895,6670,29639,True,"Indianapolis, IN",False,False,4,0,1,124,109,98,104,True
False,False,8,2489,1242,7390,9232,True,"Manhattan, New York",False,False,4,0,1,108,106,107,113,False
False,False,27,5367,3853,2470,2503,True,"Jacksonville, Florida",False,False,4,0,1,104,106,114,104,False
False,False,11,228,393,5373,4623,False,Cedar Brook ,False,False,4,0,1,120,119,122,123,False
False,False,8,307,925,4162,1816,False,"Florida, USA",False,False,3,0,5,56,115,109,109,True
False,False,15,4,14,1190,1627,False,,False,False,1,0,5,125,109,107,92,True
False,False,3,441,326,4028,9934,False,,False,False,2,0,2,32,56,36,64,False
False,False,13,73,191,3395,6099,False,🏳️‍🌈,False,False,2,0,3,94,123,41,122,False
False,False,12,4380,4576,236639,108274,False,N/W Chicago Suburbs,False,False,2,0,5,112,96,112,109,False
False,False,1,70860,410,1234,13801,False,Indonesia,False,False,4,0,0,107,108,115,106,False
False,False,7,5,11,1221,1776,False,Beijing,False,False,0,0,0,72,50,26,58,True
False,False,3,1573557,122,57,1417,True,Los Angeles,False,False,2,0,0,53,123,49,122,False
False,False,14,965,745,2503,116550,False,216 . 757 . 719 . 808 .,False,False,2,0,5,107,101,62,75,True
False,False,5,1090968,1017,4017,44506,True,México México ra ra ra,False,False,2,0,0,117,117,81,64,False
False,False,5,227043,35102,11061,9582,True,"Los Angeles, CA",False,False,1,0,4,92,92,62,90,False
False,False,0.0,3839,4999,214026,237069,False,"New York, NY",False,False,1,0,3,114,66,119,120,False
False,False,3,413,650,985,1945,False,"San Diego, CA",False,False,4,0,0,116,116,62,114,False
False,False,3,1400,0,0,11019,False,"Espoo, Finland",False,False,2,0,0,80,77,28,34,True
False,False,4,10400,8563,20058,48070,True,"San Diego, CA",False,False,0,0,5,116,114,117,119,False
False,False,6,555,297,37577,33393,False,"Norwalk, CA",False,False,0,0,2,51,68,52,53,False
False,False,8,139,221,15445,6261,False,ATX ,False,False,1,0,1,109,94,53,57,False
False,False,16,173,1005,6226,6683,False,,False,False,1,0,1,114,124,121,108,True
False,False,11,4504,537,145103,32708,False,long island NY,False,False,3,0,3,52,47,62,119,False
False,False,13,87,111,231,419,False,"Santa Clara, CA",False,False,3,0,1,54,71,38,70,False
False,False,14,27,3,3,4269,False,"Agoura Hills, CA",False,True,0,0,0,73,57,67,91,True
False,False,3,109498,4227,26529,38885,True,An early voting state near you,False,False,2,0,0,100,112,102,96,False
False,False,7,202,1211,10006,11993,False,Alaskan living in FLorida ,False,False,2,0,0,125,121,108,111,False
False,False,8,247867,1952,34966,30080,True,New York City,False,False,5,0,0,49,47,29,32,False
False,False,10,784,921,1637,1489,False,"Wales, United Kingdom",True,False,3,0,2,94,86,80,68,True
False,False,15,6020,291,18635,11507,False,"New York, NY",False,False,2,0,4,106,96,111,92,False
False,False,15,2,0,138,19,False,,True,False,2,0,5,115,115,121,107,True
False,False,3,2029,434,2893,11650,True,"Roanoke, VA",False,False,1,0,2,62,65,62,101,False
False,False,16,198,0,4482,16776,False,Salgótarján,True,False,3,0,5,122,120,122,121,True
False,False,4,246,213,20499,6024,False,"Saline, MI",False,False,2,0,5,92,95,94,97,False
False,False,27,373,426,2146,10565,False,,False,False,2,0,0,123,133,126,121,False
False,False,11,2233,1822,117771,66591,False,"ah kha wa la lee, CA ",False,False,0,0,3,88,106,96,108,False
False,False,6,1477,692,95812,15828,False,Kansas City,False,False,4,0,1,99,92,114,102,False
False,False,17,89363,992,20102,39327,True,المنطقة العربية Arab States,False,False,1,0,4,130,125,135,120,False
False,False,2,60609,448,320,747,False,"Santiago de Compostela, SPAIN",False,False,3,0,0,111,125,110,108,False
False,False,8,114,76,853,674,False,,False,False,0,0,5,70,39,47,40,False
False,False,1,11289,840,181910,86510,True,"New York, NY",True,False,3,0,0,99,110,116,102,False
False,False,9,292,1545,1403,12648,False,,False,False,1,0,5,78,87,79,108,False
False,False,2,1,0,7090,7134,False,,False,False,3,0,5,65,54,54,66,True
False,False,7,896,1014,47483,21475,False,"Atlanta, GA",False,False,2,0,3,109,105,123,105,False
False,False,0.0,32650,703,11346,5492,True,She/Her,False,False,3,0,0,85,109,106,94,False
False,False,5,10312,577,979,8381,True,ktvu,False,False,2,0,1,112,83,49,114,False
False,False,1,1892454,1685,18048,4318,True,,False,False,1,0,3,143,143,139,81,False
False,False,12,4248,160,6215,7191,True,"Las Vegas, NV",False,False,1,0,3,95,87,111,108,False
False,False,10,2936866,290,1712,16339,True,Paris,False,False,5,0,0,107,108,125,108,False
False,False,4,43638,632,1684,3588,True,"Ringoes, NJ",False,False,5,0,0,106,105,104,105,False
False,False,15,72,450,550,1292,False,"Skegness, England",True,False,0,0,2,86,76,108,102,False
False,False,3,468,788,9004,5630,True,"Boise, ID",False,False,2,0,3,134,113,114,119,False
False,False,2,32,240,46,207,False,"Birmingham, AL",False,False,5,0,0,102,101,106,104,False
False,False,12,16,0,245,55,False,,True,False,4,0,5,109,116,40,95,True
False,False,0.0,215,78,38928,37935,False,Chicago,False,False,4,0,2,104,99,119,119,True
False,False,12,295,0,40,2475,False,Charlotte NC,True,False,4,0,4,115,113,112,132,True
False,False,8,5135297,218,90,11329,True,Los Angeles,False,False,3,0,0,94,111,107,106,False
False,False,13,6070,1591,17784,32416,False,"Washington, DC",False,False,2,0,0,69,110,110,99,False
False,False,15,9096,295,49076,65854,False,,False,False,5,0,1,50,48,48,58,False
False,False,8,65,311,2444,744,False,"Atlanta, GA",False,False,2,0,3,83,85,97,84,False
False,False,8,644,1465,43601,11908,False,"West Virginia, USA",False,False,0,0,2,121,41,49,24,False
False,False,11,232,914,3001,6528,False,"iPhone: 52.083801,-0.747664",False,False,1,0,0,102,59,136,105,True
False,False,15,7799,8528,59432,8066,False,"Kentucky, USA",False,False,0,0,2,41,42,63,106,False
False,False,13,874251,76,2,404,True,Ankara,False,False,3,0,4,93,103,73,113,False
False,False,8,14097,3740,0,2188,False,,False,False,5,0,0,60,53,44,48,False
False,False,3,1258547,57119,15978,28749,True,Australia/USA,True,False,4,0,0,39,42,47,78,False
False,False,1,536,372,786,2868,False,Los Angeles,False,False,5,0,0,96,104,42,101,False
